sale_id,customer_id,car_id,sale_date,quantity,discount_percent,final_price
219,366,65,2025-12-10,1,12,193600.0
220,409,126,2024-06-24,1,1,39600.0
221,659,1,2026-08-04,1,3,23280.0
222,1041,99,2024-07-27,1,11,48950.0
223,1249,140,2025-01-08,1,3,20370.0
224,1014,46,2025-12-28,1,14,41280.0
225,856,79,2024-07-23,1,7,79050.0
226,1166,96,2026-08-03,1,5,20900.0
227,1915,84,2025-12-18,1,5,33250.0
228,919,101,2024-11-05,1,13,304500.0
229,425,52,2024-06-17,1,0,70000.0
230,1655,111,2024-06-11,1,10,49500.0
231,1186,36,2024-02-13,1,14,36120.0
232,1681,122,2026-02-07,1,7,558000.0
233,1024,58,2024-06-12,1,2,47040.0
234,444,127,2024-12-07,1,1,54450.0
235,429,80,2025-01-31,1,11,53400.0
236,1578,144,2025-11-08,1,12,24640.0
237,1904,89,2026-05-18,1,6,14100.0
238,1064,104,2024-07-07,1,8,20240.0
239,1249,118,2024-04-18,1,6,2820000.0
240,1645,105,2025-02-07,1,15,25500.0
241,1914,85,2025-03-29,1,13,41760.0
242,450,52,2024-04-07,1,0,70000.0
243,614,20,2026-01-04,1,12,39600.0
244,1399,98,2025-11-07,1,7,46500.0
245,937,43,2024-08-10,1,0,60000.0
246,216,135,2024-07-07,1,14,215000.0
247,1752,136,2026-04-30,1,6,282000.0
248,609,52,2025-09-01,1,4,67200.0
249,1440,54,2023-12-26,1,12,105600.0
250,1738,52,2023-10-29,1,0,70000.0
251,681,29,2024-12-30,1,1,38610.0
252,154,112,2025-06-19,1,11,19580.0
253,1915,73,2023-11-10,1,12,30800.0
254,1149,77,2025-04-22,1,7,32550.0
255,1040,140,2024-03-19,1,0,21000.0
256,1389,70,2025-12-19,1,6,2820000.0
257,307,96,2023-10-20,1,7,20460.0
258,1576,93,2023-10-03,1,11,12460.0
259,1413,87,2024-11-10,1,8,25760.0
260,826,115,2025-07-11,1,12,39600.0
261,1990,132,2025-07-05,1,5,22800.0
262,75,28,2026-06-24,1,8,44160.0
263,1985,104,2025-06-30,1,11,19580.0
264,403,87,2025-12-25,1,9,25480.0
265,1471,25,2025-12-08,1,12,22000.0
266,1328,27,2026-03-23,1,1,35640.0
267,446,41,2025-09-16,1,13,21750.0
268,625,11,2024-02-04,1,4,46080.0
269,1524,143,2024-01-14,1,4,19200.0
270,741,100,2026-08-19,1,14,215000.0
271,369,99,2025-01-18,1,13,47850.0
272,922,144,2025-06-06,1,13,24360.0
273,1015,17,2024-11-13,1,13,19140.0
274,845,138,2026-05-05,1,10,31500.0
275,168,68,2024-04-02,1,15,195500.0
276,1333,136,2026-07-01,1,13,261000.0
277,1363,33,2024-06-07,1,2,25480.0
278,322,35,2025-12-27,1,12,30800.0
279,1826,123,2024-10-02,1,13,52200.0
280,12,103,2025-09-22,1,1,17820.0
281,542,40,2026-06-01,1,4,28800.0
282,1017,108,2026-08-22,1,5,28500.0
283,1535,48,2025-08-17,1,10,81000.0
284,1089,130,2023-12-20,1,12,83600.0
285,168,145,2026-02-06,1,11,31150.0
286,78,66,2024-04-14,1,5,180500.0
287,1448,13,2024-12-03,1,6,39480.0
288,62,94,2024-03-23,1,0,20000.0
289,699,109,2026-06-28,1,6,42300.0
290,1791,74,2025-01-14,1,5,42750.0
291,244,124,2025-07-28,1,11,62300.0
292,1585,96,2026-07-09,1,8,20240.0
293,811,23,2025-08-27,1,0,40000.0
294,1836,82,2024-05-16,1,0,28000.0
295,1944,119,2026-07-05,1,1,1980000.0
296,1780,106,2023-10-03,1,10,18000.0
297,530,139,2024-11-17,1,2,29400.0
298,1068,23,2024-05-16,1,6,37600.0
299,649,141,2025-06-12,1,5,26600.0
300,615,137,2025-01-20,1,5,20900.0
301,1256,140,2024-04-12,1,9,19110.0
302,1877,132,2025-05-20,1,8,22080.0
303,537,88,2024-11-08,1,13,30450.0
304,1871,55,2026-07-22,1,6,61100.0
305,306,101,2025-05-19,1,1,346500.0
306,961,58,2025-04-01,1,5,45600.0
307,1357,64,2026-04-01,1,11,133500.0
308,1665,112,2025-12-13,1,13,19140.0
309,1741,37,2024-11-30,1,7,17670.0
310,1455,78,2024-03-18,1,10,34200.0
311,1044,42,2024-01-21,1,12,35200.0
312,1699,120,2024-12-08,1,1,247500.0
313,1675,96,2024-08-31,1,14,18920.0
314,493,68,2026-05-04,1,3,223100.0
315,357,28,2025-08-10,1,4,46080.0
316,749,35,2024-07-16,1,12,30800.0
317,1021,9,2025-01-31,1,6,21620.0
318,800,77,2025-03-14,1,12,30800.0
319,214,76,2024-02-24,1,0,40000.0
320,950,65,2025-12-25,1,15,187000.0
321,58,92,2026-07-23,1,6,16920.0
322,68,113,2023-09-29,1,6,28200.0
323,742,77,2026-07-15,1,1,34650.0
324,1537,78,2025-12-16,1,7,35340.0
325,1683,9,2025-10-24,1,5,21850.0
326,502,72,2026-05-12,1,4,26880.0
327,1740,18,2025-01-16,1,3,27160.0
328,109,52,2025-11-17,1,12,61600.0
329,146,77,2024-06-21,1,10,31500.0
330,857,89,2025-12-20,1,3,14550.0
331,306,120,2024-11-24,1,7,232500.0
332,667,145,2024-04-09,1,3,33950.0
333,735,131,2025-09-08,1,11,133500.0
334,1319,88,2024-07-02,1,15,29750.0
335,606,6,2025-06-20,1,10,55800.0
336,1637,35,2026-01-19,1,7,32550.0
337,1099,41,2023-12-11,1,13,21750.0
338,419,45,2024-08-09,1,4,40320.0
339,1609,139,2026-04-07,1,5,28500.0
340,1915,30,2023-11-04,1,11,42720.0
341,1202,101,2024-05-17,1,0,350000.0
342,1342,122,2023-09-26,1,11,534000.0
343,1556,5,2026-03-01,1,0,48000.0
344,632,48,2024-04-12,1,1,89100.0
345,411,18,2026-07-10,1,5,26600.0
346,1123,16,2025-12-25,1,12,74800.0
347,1663,89,2026-05-20,1,1,14850.0
348,607,84,2026-04-13,1,2,34300.0
349,1900,67,2026-01-05,1,9,227500.0
350,677,78,2024-12-08,1,13,33060.0
351,830,35,2026-06-27,1,5,33250.0
352,1228,113,2024-04-20,1,1,29700.0
353,531,118,2025-04-14,1,7,2790000.0
354,1037,84,2025-11-12,1,11,31150.0
355,124,74,2026-03-09,1,1,44550.0
356,1673,53,2026-02-10,1,5,61750.0
357,795,81,2025-01-18,1,5,20900.0
358,775,118,2024-03-14,1,5,2850000.0
359,366,64,2024-03-27,1,5,142500.0
360,474,94,2026-06-26,1,0,20000.0
361,1961,22,2023-09-27,1,5,30400.0
362,1766,90,2025-09-10,1,2,21560.0
363,162,103,2024-06-19,1,2,17640.0
364,197,63,2025-12-27,1,1,37620.0
365,18,135,2026-04-12,1,7,232500.0
366,522,90,2025-10-12,1,1,21780.0
367,95,93,2025-05-24,1,12,12320.0
368,1463,67,2026-08-30,1,1,247500.0
369,161,26,2025-03-18,1,0,32000.0
370,1979,21,2023-10-25,1,14,19780.0
371,749,104,2024-06-17,1,9,20020.0
372,846,15,2026-08-04,1,3,63050.0
373,231,117,2025-04-17,1,15,63750.0
374,1657,74,2025-10-26,1,8,41400.0
375,662,44,2025-12-13,1,15,42500.0
376,151,17,2024-01-04,1,10,19800.0
377,67,92,2024-05-08,1,11,16020.0
378,660,126,2024-06-20,1,0,40000.0
379,1116,140,2023-12-31,1,6,19740.0
380,728,104,2025-11-15,1,15,18700.0
381,132,87,2024-03-28,1,6,26320.0
382,1905,18,2024-06-08,1,12,24640.0
383,217,99,2024-10-11,1,13,47850.0
384,1551,78,2026-07-26,1,1,37620.0
385,147,71,2024-03-17,1,14,4300000.0
386,1410,123,2024-08-08,1,2,58800.0
387,1442,86,2025-11-01,1,1,19800.0
388,1937,113,2025-07-12,1,1,29700.0
389,576,77,2026-01-14,1,0,35000.0
390,123,27,2024-08-04,1,15,30600.0
391,1050,139,2024-02-29,1,5,28500.0
392,789,37,2025-03-27,1,6,17860.0
393,275,17,2026-05-30,1,2,21560.0
394,1612,47,2024-07-27,1,5,76000.0
395,933,115,2026-02-18,1,0,45000.0
396,283,104,2026-07-05,1,7,20460.0
397,1890,145,2024-07-09,1,10,31500.0
398,1296,99,2025-04-24,1,5,52250.0
399,523,30,2025-04-27,1,3,46560.0
400,64,31,2025-03-20,1,11,51620.0
401,727,131,2026-07-19,1,4,144000.0
402,1764,92,2025-01-23,1,15,15300.0
403,737,37,2024-04-18,1,7,17670.0
404,1402,120,2025-10-17,1,10,225000.0
405,1462,28,2024-11-03,1,10,43200.0
406,802,17,2025-10-25,1,6,20680.0
407,420,133,2023-10-27,1,8,27600.0
408,1634,12,2025-10-24,1,2,49000.0
409,1692,35,2026-08-05,1,1,34650.0
410,1325,55,2026-06-14,1,5,61750.0
411,917,8,2024-09-07,1,6,70500.0
412,928,13,2023-12-04,1,10,37800.0
413,525,8,2026-08-24,1,2,73500.0
414,984,49,2025-03-04,1,2,44100.0
415,1933,105,2025-10-10,1,12,26400.0
416,1460,28,2025-11-12,1,1,47520.0
417,1568,133,2026-04-28,1,1,29700.0
418,227,42,2025-10-29,1,11,35600.0
419,1921,3,2026-06-11,1,9,34580.0
420,369,7,2024-03-26,1,8,50600.0
421,382,26,2024-11-25,1,8,29440.0
422,637,144,2024-11-24,1,1,27720.0
423,899,57,2025-01-31,1,5,39900.0
424,221,33,2024-08-10,1,10,23400.0
425,1969,78,2025-12-06,1,12,33440.0
426,474,112,2025-05-15,1,11,19580.0
427,166,110,2024-06-05,1,11,53400.0
428,132,63,2026-01-26,1,7,35340.0
429,182,138,2024-05-17,1,3,33950.0
430,161,15,2024-11-28,1,3,63050.0
431,1575,22,2023-10-06,1,1,31680.0
432,1175,90,2025-08-21,1,3,21340.0
433,563,103,2026-04-12,1,13,15660.0
434,1605,102,2023-10-04,1,5,475000.0
435,440,26,2025-08-14,1,13,27840.0
436,493,129,2025-05-01,1,1,84150.0
437,1336,26,2026-01-11,1,4,30720.0
438,946,66,2024-10-30,1,14,163400.0
439,774,92,2025-10-15,1,10,16200.0
440,1903,22,2024-07-27,1,2,31360.0
441,90,6,2024-08-14,1,13,53940.0
442,1699,71,2024-10-18,1,4,4800000.0
443,1045,100,2025-01-30,1,13,217500.0
444,1642,145,2026-07-02,1,7,32550.0
445,260,81,2026-07-03,1,4,21120.0
446,1044,16,2024-07-01,1,8,78200.0
447,41,135,2023-10-11,1,14,215000.0
448,397,100,2024-03-08,1,0,250000.0
449,1977,34,2024-12-22,1,5,30400.0
450,713,87,2026-01-08,1,6,26320.0
451,1142,29,2026-06-15,1,14,33540.0
452,1915,91,2026-01-12,1,10,23400.0
453,625,117,2024-08-02,1,14,64500.0
454,887,18,2026-07-12,1,13,24360.0
455,365,68,2026-02-10,1,9,209300.0
456,1118,101,2025-08-20,1,14,301000.0
457,851,41,2025-02-01,1,8,23000.0
458,697,13,2025-02-16,1,0,42000.0
459,1301,75,2025-05-07,1,5,20900.0
460,1090,33,2024-02-29,1,7,24180.0
461,1230,30,2023-12-10,1,8,44160.0
462,1102,145,2024-04-21,1,7,32550.0
463,229,31,2026-04-29,1,13,50460.0
464,310,138,2026-08-28,1,8,32200.0
465,1265,10,2025-02-21,1,1,44550.0
466,1466,51,2026-05-14,1,8,44160.0
467,388,39,2024-06-18,1,2,34300.0
468,1308,15,2024-02-13,1,10,58500.0
469,1442,101,2026-07-21,1,11,311500.0
470,1354,43,2024-08-14,1,10,54000.0
471,58,86,2024-06-13,1,9,18200.0
472,52,15,2025-08-14,1,11,57850.0
473,1652,24,2025-06-26,1,9,43680.0
474,375,85,2026-04-07,1,7,44640.0
475,194,7,2026-01-09,1,2,53900.0
476,1016,87,2023-10-25,1,4,26880.0
477,881,136,2023-11-02,1,12,264000.0
478,277,126,2025-03-31,1,13,34800.0
479,1029,67,2025-01-02,1,0,250000.0
480,277,65,2024-04-16,1,2,215600.0
481,1835,101,2025-06-20,1,1,346500.0
482,1124,65,2025-07-31,1,3,213400.0
483,1421,13,2026-08-06,1,10,37800.0
484,129,88,2025-05-26,1,3,33950.0
485,1325,87,2024-08-14,1,8,25760.0
486,961,77,2025-04-16,1,12,30800.0
487,1051,95,2025-07-26,1,3,14550.0
488,77,134,2025-09-04,1,5,42750.0
489,727,20,2024-12-02,1,9,40950.0
490,1332,46,2026-03-23,1,0,48000.0
491,1216,30,2024-06-30,1,3,46560.0
492,1401,65,2026-07-30,1,6,206800.0
493,1515,9,2024-05-24,1,8,21160.0
494,341,125,2025-12-25,1,5,104500.0
495,1860,92,2024-08-25,1,10,16200.0
496,1051,45,2024-07-04,1,5,39900.0
497,1259,88,2025-07-09,1,3,33950.0
498,1159,135,2026-02-27,1,1,247500.0
499,576,68,2026-02-16,1,12,202400.0
500,692,43,2026-05-09,1,9,54600.0
501,150,16,2026-07-16,1,14,73100.0
502,457,41,2026-03-22,1,10,22500.0
503,1871,39,2025-11-27,1,8,32200.0
504,75,129,2026-08-20,1,1,84150.0
505,706,77,2025-08-26,1,11,31150.0
506,442,129,2024-03-20,1,13,73950.0
507,151,35,2026-06-03,1,11,31150.0
508,1282,73,2023-12-31,1,8,32200.0
509,69,117,2024-11-13,1,8,69000.0
510,1688,50,2025-07-30,1,0,58000.0
511,855,127,2023-11-22,1,1,54450.0
512,426,42,2023-10-23,1,4,38400.0
513,714,111,2023-10-07,1,0,55000.0
514,142,115,2023-10-21,1,8,41400.0
515,1239,8,2025-06-27,1,15,63750.0
516,1263,16,2025-10-15,1,1,84150.0
517,1491,113,2024-04-27,1,4,28800.0
518,655,102,2025-06-24,1,4,480000.0
519,1617,137,2025-01-09,1,7,20460.0
520,469,106,2026-03-22,1,10,18000.0
521,1515,126,2025-11-14,1,0,40000.0
522,51,59,2025-01-21,1,1,49500.0
523,1829,89,2024-01-28,1,14,12900.0
524,1376,87,2026-04-30,1,8,25760.0
525,1990,17,2024-07-02,1,9,20020.0
526,798,47,2024-01-11,1,0,80000.0
527,1754,80,2025-11-28,1,13,52200.0
528,782,126,2025-12-31,1,10,36000.0
529,574,143,2024-04-29,1,2,19600.0
530,1740,105,2025-02-14,1,10,27000.0
531,1880,32,2025-01-27,1,12,68640.0
532,971,64,2023-10-04,1,7,139500.0
533,124,95,2025-12-15,1,12,13200.0
534,1016,11,2025-09-27,1,0,48000.0
535,282,92,2023-12-15,1,9,16380.0
536,1584,120,2023-10-05,1,9,227500.0
537,790,104,2025-05-21,1,0,22000.0
538,1421,128,2026-01-29,1,9,72800.0
539,942,100,2024-05-27,1,3,242500.0
540,73,72,2024-01-14,1,15,23800.0
541,914,30,2025-06-16,1,14,41280.0
542,1541,123,2026-01-25,1,12,52800.0
543,848,91,2026-07-18,1,6,24440.0
544,1940,5,2024-12-22,1,2,47040.0
545,1602,18,2025-05-03,1,13,24360.0
546,47,90,2025-01-04,1,12,19360.0
547,496,110,2025-02-04,1,10,54000.0
548,1866,136,2024-08-30,1,6,282000.0
549,1059,103,2024-12-14,1,0,18000.0
550,715,141,2026-07-06,1,10,25200.0
551,605,108,2023-09-30,1,13,26100.0
552,1234,51,2025-04-24,1,14,41280.0
553,675,111,2023-10-16,1,3,53350.0
554,172,41,2024-08-23,1,11,22250.0
555,1701,45,2024-06-12,1,2,41160.0
556,1650,29,2024-12-02,1,8,35880.0
557,1974,102,2026-04-01,1,3,485000.0
558,597,59,2024-02-11,1,14,43000.0
559,1335,128,2025-11-17,1,1,79200.0
560,1096,129,2026-08-20,1,4,81600.0
561,1215,63,2024-12-19,1,0,38000.0
562,146,79,2025-07-24,1,0,85000.0
563,1644,90,2026-08-25,1,3,21340.0
564,348,1,2024-11-08,1,9,21840.0
565,1633,14,2024-01-10,1,3,53350.0
566,713,102,2024-02-22,1,13,435000.0
567,1712,6,2024-12-29,1,4,59520.0
568,1676,44,2024-03-19,1,0,50000.0
569,378,128,2024-09-26,1,4,76800.0
570,681,66,2024-02-01,1,0,190000.0
571,440,80,2026-02-22,1,9,54600.0
572,1566,38,2024-04-27,1,15,23800.0
573,1936,55,2026-01-30,1,3,63050.0
574,611,41,2024-11-19,1,12,22000.0
575,1328,42,2024-03-24,1,4,38400.0
576,1077,34,2024-06-04,1,7,29760.0
577,1607,43,2023-10-26,1,14,51600.0
578,1287,64,2025-07-10,1,14,129000.0
579,620,134,2025-05-27,1,0,45000.0
580,1971,68,2026-01-29,1,8,211600.0
581,1447,64,2025-03-23,1,5,142500.0
582,1048,134,2023-11-02,1,1,44550.0
583,1173,115,2024-08-16,1,11,40050.0
584,1492,141,2026-04-11,1,13,24360.0
585,483,49,2025-07-26,1,6,42300.0
586,1145,4,2023-09-27,1,6,79900.0
587,1132,109,2026-07-22,1,2,44100.0
588,412,145,2024-01-29,1,0,35000.0
589,987,29,2025-09-02,1,3,37830.0
590,1704,48,2025-07-21,1,6,84600.0
591,311,114,2025-09-10,1,2,27440.0
592,454,65,2023-12-06,1,6,206800.0
593,188,74,2025-06-28,1,6,42300.0
594,632,92,2025-10-29,1,15,15300.0
595,1341,100,2025-06-04,1,5,237500.0
596,322,54,2024-12-13,1,1,118800.0
597,257,140,2024-09-15,1,0,21000.0
598,1415,90,2026-05-08,1,6,20680.0
599,1155,11,2024-03-26,1,14,41280.0
600,1137,59,2026-08-12,1,12,44000.0
601,698,108,2024-11-13,1,5,28500.0
602,223,90,2026-03-29,1,6,20680.0
603,838,12,2025-12-18,1,7,46500.0
604,443,98,2023-11-06,1,0,50000.0
605,1322,142,2025-02-24,1,1,37620.0
606,269,10,2025-03-06,1,4,43200.0
607,1123,114,2024-08-16,1,6,26320.0
608,626,117,2024-02-01,1,9,68250.0
609,110,74,2025-06-29,1,14,38700.0
610,26,47,2025-09-21,1,12,70400.0
611,1661,136,2026-08-20,1,3,291000.0
612,1640,23,2026-04-04,1,14,34400.0
613,708,102,2026-03-28,1,0,500000.0
614,1981,99,2024-06-19,1,2,53900.0
615,319,61,2025-04-29,1,3,43650.0
616,263,3,2026-06-11,1,5,36100.0
617,710,138,2026-03-01,1,4,33600.0
618,180,112,2024-08-29,1,13,19140.0
619,1534,101,2025-04-05,1,9,318500.0
